"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,20.883190155,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,20.389770508,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,21.377727509,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,20.136928558,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,20.471542358,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,19.841157913,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,20.371278763,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,20.270555496,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,19.966907501,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,19.826620102,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,20.125879288,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,21.119478226,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,21.07191658,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,21.155948639,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,21.028160095,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,22.170286179,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,21.470285416,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,21.795009613,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,21.801692963,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,21.874948502,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,21.189804077,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,21.476467133,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,21.641828537,,
"MEX","Mexico","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,20.952842712,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,7.5726628304,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,7.7486448288,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,7.7380690575,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,7.9414515495,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,8.0292463303,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,9.6473922729,"B","Break"
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,9.7418432236,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,10.15639019,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,10.4955616,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,10.956023216,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,11.55769825,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,11.617546082,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,11.851816177,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,12.624300957,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,12.837428093,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,12.973895073,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,13.039014816,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,13.029308319,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,13.011184692,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,5.8907790184,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,6.368657589,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,6.2832260132,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,5.6655230522,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,6.4342107773,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,6.8511586189,"B","Break"
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,7.1318097115,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,7.2655944824,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,7.8294968605,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,8.1206493378,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,8.0619325638,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.1344528198,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.3736972809,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,9.0064821243,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9.3665246964,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.9124126434,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,9.8268451691,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,9.8515520096,,
"NLD","Netherlands","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,9.7872867584,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,15.890000343,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,14.770000458,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,14.670000076,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,14.569999695,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,14.420000076,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,14.020000458,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,14.140000343,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,13.220000267,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,13.729999542,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,12.970000267,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,12.553953171,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,13.020023346,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,12.134935379,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,10.799490929,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,11.696783066,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,11.483624458,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,11.944768906,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,11.846663475,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,11.71528244,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,12.046023369,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,8.8000001907,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,7.9400000572,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,7.8099999428,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,7.7899999619,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,8.1800003052,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,8.0799999237,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,7.7899999619,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,7.9299998283,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,8.1099996567,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,7.4800000191,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,7.3824124336,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.2593793869,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7.5321002007,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.7547430992,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.7019472122,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,7.6565904617,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,8.7391901016,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,9.3209171295,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,8.9493494034,,
"NZL","New Zealand","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,8.9255647659,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,6.9896540642,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,6.5369386673,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,7.6212086678,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,7.4970078468,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,7.5956935883,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,7.4149312973,"B","Break"
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,8.0727453232,"B","Break"
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,7.3991212845,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,7.1533751488,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,7.0328464508,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,6.9160637856,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.475435257,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.1772532463,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.9638237953,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.0777220726,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.6363363266,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.5894536972,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.2584204674,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,5.3988542557,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,3.2583842278,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,3.2631382942,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,2.8568751812,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,2.9668245316,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,2.9071407318,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,3.1841733456,"B","Break"
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,3.2125203609,"B","Break"
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,2.9510514736,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,2.8360893726,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,3.2620825768,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,2.9416837692,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,2.7851121426,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2.8967254162,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.0040051937,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.2925214767,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,3.4867386818,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,3.261852026,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,2.9099879265,,
"NOR","Norway","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,3.1158237457,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,20.362581253,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,20.12991333,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,20.547964096,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,20.526794434,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,19.417356491,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,18.634044647,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,17.858539581,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,17.173233032,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,16.673276901,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,16.659671783,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,16.950382233,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,17.098434448,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,17.01499176,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,16.72362709,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,16.749547958,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,16.967388153,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,16.839490891,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,16.618225098,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,16.574977875,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,15.013916016,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,15.623568535,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,15.140708923,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,13.63346386,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,13.383572578,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,12.765097618,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,12.2397089,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,11.678020477,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,11.398259163,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,11.30050087,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,11.423499107,"B","Break"
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,11.347132683,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,11.029755592,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,10.602398872,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,10.233097076,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.593571663,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,10.197216988,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,9.5734243393,,
"POL","Poland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,9.7240724564,,
"PRT","Portugal","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,13.877723694,,
"PRT","Portugal","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,15.302897453,,
"PRT","Portugal","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,15.184596062,,
