Unnamed: 0,Unnamed: 1,Unnamed: 2,Owners of new LLCs,Unnamed: 4,Unnamed: 5,Sole proprietors,Unnamed: 7,Unnamed: 8,Directors of new LCCS,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Owners of new LLCs.1,Unnamed: 15,Sole proprietors.1,Unnamed: 17,Directors of new LCCs,Unnamed: 19
Sweden,High income,2016,,,,,,,,,,,Sweden2016,,,,,,
Sweden,High income,2017,,,,,,,,,,,Sweden2017,,,,,,
Sweden,High income,2018,,,,107558,207977,315535,2824,10803,13627,,Sweden2018,,,0.34087502178839113,0.6591249782116089,,
"Taiwan, China",High income,,,,,,,,,,,,"Taiwan, China",,,,,,
"Taiwan, China",High income,2014,8875,15685,24560,6510,12280,18790,6510,12280,18790,,"Taiwan, China2014",0.3613599348534202,0.6386400651465798,0.3464608834486429,0.6535391165513571,0.3464608834486429,0.6535391165513571
"Taiwan, China",High income,2015,9029,15710,24739,7253,13624,20877,7253,13624,20877,,"Taiwan, China2015",0.36497028982578117,0.6350297101742188,0.3474158164487235,0.6525841835512766,0.3474158164487235,0.6525841835512766
"Taiwan, China",High income,2016,8924,15991,24915,7960,14641,22601,7960,14641,22601,,"Taiwan, China2016",0.3581778045354204,0.6418221954645795,0.3521968054510862,0.6478031945489138,0.3521968054510862,0.6478031945489138
"Taiwan, China",High income,2017,9200,16952,26152,9019,16145,25164,9019,16145,25164,,"Taiwan, China2017",0.3517895380850413,0.6482104619149587,0.35840883802257195,0.641591161977428,0.35840883802257195,0.641591161977428
"Taiwan, China",High income,2018,9094,16725,25819,8686,15978,24664,8686,15978,24664,,"Taiwan, China2018",0.352221232425733,0.647778767574267,0.3521732079143691,0.6478267920856309,0.3521732079143691,0.6478267920856309
Tajikistan,Low income,,,,,,,,,,,,Tajikistan,,,,,,
Tajikistan,Low income,2014,78,2193,2271,16583,19939,36522,168,1346,1514,,Tajikistan2014,0.034346103038309116,0.9656538969616909,0.4540550900826899,0.5459449099173102,0.11096433289299867,0.8890356671070013
Tajikistan,Low income,2015,99,1728,1827,17092,15365,32457,243,975,1218,,Tajikistan2015,0.054187192118226604,0.9458128078817734,0.5266044304772468,0.4733955695227532,0.19950738916256158,0.8004926108374384
Tajikistan,Low income,2016,72,1404,1476,15277,17988,33265,352,632,984,,Tajikistan2016,0.04878048780487805,0.9512195121951219,0.4592514655042838,0.5407485344957162,0.35772357723577236,0.6422764227642277
Tajikistan,Low income,2017,73,1117,1190,16615,24830,41445,378,415,793,,Tajikistan2017,0.06134453781512605,0.938655462184874,0.40089274942695136,0.5991072505730486,0.4766708701134931,0.5233291298865069
Tajikistan,Low income,2018,97,1150,1247,15779,25115,40894,229,602,831,,Tajikistan2018,0.07778668805132317,0.9222133119486768,0.3858512251185993,0.6141487748814007,0.27557160048134777,0.7244283995186522
Thailand,Upper middle income,,,,,,,,,,,,Thailand,,,,,,
Thailand,Upper middle income,2014,,,,,,,33462,48886,82348,,Thailand2014,,,,,,
Thailand,Upper middle income,2015,,,,,,,35324,50226,85550,,Thailand2015,,,,,,
Thailand,Upper middle income,2016,,,,,,,38982,54185,93167,,Thailand2016,,,,,,
Thailand,Upper middle income,2017,,,,,,,46922,61374,108296,,Thailand2017,,,,,,
Thailand,Upper middle income,2018,,,,,,,44979,59138,104117,,Thailand2018,,,,,,
Togo,Low income,,,,,,,,,,,,Togo,,,,,,
Togo,Low income,2014,147,935,1082,,,,,,,,Togo2014,0.13585951940850277,0.8641404805914972,,,,
Togo,Low income,2015,246,1458,1704,,,,,,,,Togo2015,0.1443661971830986,0.8556338028169014,,,,
Togo,Low income,2016,265,1395,1660,,,,,,,,Togo2016,0.15963855421686746,0.8403614457831325,,,,
Togo,Low income,2017,302,1465,1767,,,,,,,,Togo2017,0.17091114883984154,0.8290888511601585,,,,
Togo,Low income,2018,506,1628,2134,,,,,,,,Togo2018,0.23711340206185566,0.7628865979381443,,,,
Turkey,Upper middle income,,,,,,,,,,,,Turkey,,,,,,
Turkey,Upper middle income,2014,11136,83338,94474,4103,51907,56010,,,,,Turkey2014,0.1178737007007219,0.8821262992992781,0.07325477593286914,0.9267452240671309,,
Turkey,Upper middle income,2015,10166,94594,104760,2526,43786,46312,,,,,Turkey2015,0.09704085528827797,0.902959144711722,0.054543098980825704,0.9454569010191743,,
Turkey,Upper middle income,2016,8775,90901,99676,2213,39960,42173,,,,,Turkey2016,0.0880352341586741,0.9119647658413259,0.052474331918526074,0.947525668081474,,
Turkey,Upper middle income,2017,18056,95108,113164,7981,35260,43241,,,,,Turkey2017,0.15955604255770386,0.8404439574422962,0.18457019957910317,0.8154298004208969,,
Turkey,Upper middle income,2018,20922,105401,126323,7337,26160,33497,,,,,Turkey2018,0.1656230456844755,0.8343769543155245,0.21903454040660358,0.7809654595933965,,
United Arab Emirates,High income,,,,,,,,,,,,United Arab Emirates,,,,,,
United Arab Emirates,High income,2014,10954,102505,113459,4627,29628,34255,,,,,United Arab Emirates2014,0.09654588882327537,0.9034541111767246,0.13507517150780907,0.8649248284921909,,
United Arab Emirates,High income,2015,11879,106402,118281,4746,29877,34623,,,,,United Arab Emirates2015,0.10043033116054143,0.8995696688394585,0.13707650983450306,0.862923490165497,,
United Arab Emirates,High income,2016,11165,117886,129051,5387,30677,36064,,,,,United Arab Emirates2016,0.0865161835243431,0.9134838164756569,0.14937333629103816,0.8506266637089619,,
United Arab Emirates,High income,2017,16795,156928,173723,5348,32684,38032,,,,,United Arab Emirates2017,0.09667689367556397,0.903323106324436,0.1406184265881363,0.8593815734118637,,
United Arab Emirates,High income,2018,16921,176241,193162,5676,33645,39321,,,,,United Arab Emirates2018,0.08760004555761486,0.9123999544423852,0.14435034714274814,0.8556496528572518,,
Vanuatu,Lower middle income,,,,,,,,,,,,Vanuatu,,,,,,
Vanuatu,Lower middle income,2014,,,,,,,,,,,Vanuatu2014,,,,,,
Vanuatu,Lower middle income,2015,,,,,,,,,,,Vanuatu2015,,,,,,
Vanuatu,Lower middle income,2016,292,825,1117,,,,,,,,Vanuatu2016,0.26141450313339304,0.738585496866607,,,,
Vanuatu,Lower middle income,2017,,,,,,,,,,,Vanuatu2017,,,,,,
Vanuatu,Lower middle income,2018,,,,,,,,,,,Vanuatu2018,,,,,,
Zambia,Lower middle income,,,,,,,,,,,,Zambia,,,,,,
Zambia,Lower middle income,2014,4611,17184,21795,2885,10083,12968,4564,17662,22226,,Zambia2014,0.2115622849277357,0.7884377150722642,0.22247069710055523,0.7775293028994448,0.20534509133447315,0.7946549086655269
Zambia,Lower middle income,2015,4627,15545,20172,3013,9193,12206,4638,16016,20654,,Zambia2015,0.22937735474915724,0.7706226452508428,0.24684581353432739,0.7531541864656727,0.2245569865401375,0.7754430134598626
Zambia,Lower middle income,2016,4041,13905,17946,2490,7422,9912,4005,14225,18230,,Zambia2016,0.22517552657973922,0.7748244734202607,0.25121065375302665,0.7487893462469734,0.21969281404278662,0.7803071859572134
Zambia,Lower middle income,2017,4059,14931,18990,2944,8939,11883,4076,15296,19372,,Zambia2017,0.21374407582938387,0.7862559241706161,0.24774888496171002,0.75225111503829,0.2104067726615734,0.7895932273384266
Zambia,Lower middle income,2018,4481,16092,20573,3056,9296,12352,4435,16403,20838,,Zambia2018,0.21780975064404803,0.7821902493559519,0.24740932642487046,0.7525906735751295,0.21283232555907478,0.7871676744409253
