"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"St. Lucia","LCA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","46.3","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","55","55","55","55","55","55","55","55","55","57.5","63.1","63.1","63.1","63.1","63.1","65.6","65.6","65.6","65.6","65.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8",
"Latin America & Caribbean","LCN","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","68.1",
"Lower middle income","LMC","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","31.3","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","52.5","70.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6",
"Late-demographic dividend","LTE","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","58.1","55","60.6","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","70","70","70","70","76.3","76.3","79.4","79.4","91.9","88.8","88.8","88.8","91.3","91.3","91.3","91.3","91.3","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8",
"Luxembourg","LUX","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","42.5","42.5","42.5","63.1","65.6","68.8","73.8","73.8","73.8","73.8","73.8","73.8","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","79.4","85.6","88.8","88.8","88.8","91.3","91.3","91.3","94.4","97.5","97.5","97.5","100","100","100","100","100","100","100","100","100",
"Latvia","LVA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","53.1","52.5","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","67.5","67.5","67.5","67.5","67.5","67.5","88.1","88.1","94.4","94.4","94.4","94.4","97.5","97.5","97.5","97.5","97.5","97.5","100","100","100","100","100","100",
"Macao SAR, China","MAC","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","41.3","41.3","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","75.6","75.6",
"Monaco","MCO","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","53.1","52.5","55","55","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","60.6","60.6","60.6","60.6","60.6","60.6","63.8","63.8","66.9","66.9","66.9","66.9","66.9","66.9","66.9","73.1","73.1","75.6","75.6","75.6","78.8","78.8","78.8","78.8","78.8","78.8","81.3","84.4","84.4",
"Madagascar","MDG","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","42.5","42.5","42.5","42.5","42.5","42.5","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","45","48.1","48.1","48.1","48.1","48.1","48.1","54.4","54.4","54.4","54.4","60.6","60.6","60.6","65.6","65.6","65.6","65.6","65.6","65.6","71.9","71.9","71.9","71.9","71.9","71.9",
"Maldives","MDV","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","53.1","61.9","61.9","61.9","64.4","64.4","64.4","70.6","70.6","73.8","73.8","73.8",
"Middle East & North Africa","MEA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","55","55","55","55","55","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","61.3","61.3","61.3","61.3","61.3","61.3","61.3","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","70","70","70","70","70","70","70","72.5","72.5","72.5","72.5","72.5","75","80.6","83.8","83.8","83.8","83.8","83.8","83.8",
"Marshall Islands","MHL","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8",
"Middle income","MIC","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","61.9","61.9","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","67.5","67.5","67.5","67.5","67.5","70.6","70.6","70.6","70.6","70.6","70.6","70.6","76.9","76.9","76.9","79.4","82.5","82.5","82.5","82.5","82.5","85","85","85","85","85",
"Mali","MLI","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","54.4","54.4","54.4","54.4","54.4","54.4","60.6","60.6",
"Malta","MLT","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","55","51.9","51.9","51.9","51.9","51.9","51.9","51.9","57.5","57.5","57.5","57.5","57.5","57.5","60","60","63.1","66.3","72.5","72.5","75","75","77.5","77.5","77.5","77.5","82.5","82.5","88.8","88.8","88.8","88.8","88.8","88.8",
"Myanmar","MMR","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8",
"Middle East & North Africa (excluding high income)","MNA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","64.4","67.5","67.5","67.5","67.5","70.6","70.6","70.6","76.3","78.8","81.9","81.9","81.9","81.9","81.9","81.9","81.9",
"Mongolia","MNG","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","70.6","70.6","80","80","80","80","80","80","82.5","82.5","82.5",
"Northern Mariana Islands","MNP","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","56.9","56.9","56.9","74.4","74.4","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9",
"Mauritania","MRT","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","45.6","45.6","45.6","45.6","45.6",
"Mauritius","MUS","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","46.3","46.3","46.3","46.3","46.3","46.3","46.3","52.5","52.5","52.5","57.5","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","65.6","71.9","71.9","71.9","71.9","71.9","71.9","71.9","71.9","71.9","71.9","86.3","86.3","86.3","86.3","89.4","89.4","89.4","91.9","91.9","91.9","91.9",
"Malawi","MWI","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","45","45","45","45","45","45","56.9","56.9","56.9","56.9","56.9","60","60","62.5","62.5","62.5","62.5","62.5","71.9","78.1","78.1","80.6","80.6","80.6","80.6","80.6",
"Malaysia","MYS","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","50","50","50","50","50","50","50","50",
"North America","NAC","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","45.6","45.6","45.6","48.1","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","73.8","73.8","73.8","73.8","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3",
"New Caledonia","NCL","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","38.8","38.8","38.8","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","50","50","50","50","50","50","50","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","59.4","59.4",
"Nigeria","NGA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","49.4","49.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","56.9","56.9","56.9","56.9","56.9","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1",
"Nicaragua","NIC","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","55.6","55.6","55.6","55.6","55.6","55.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","72.5","72.5","72.5","72.5","72.5","72.5","75.6","83.8","86.3","86.3","86.3","86.3",
"Netherlands","NLD","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","65.6","65.6","65.6","65.6","65.6","68.8","68.8","68.8","68.8","68.8","71.9","71.9","71.9","71.9","71.9","71.9","75","75","75","78.1","83.1","83.1","83.1","83.1","86.3","86.3","86.3","86.3","86.3","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","92.5","92.5","95","95","95","95","95","95","97.5","97.5","97.5","97.5","97.5",
"Norway","NOR","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","63.8","63.8","63.8","63.8","63.8","63.8","63.8","73.8","73.8","80","80","80","80","80","80","80","80","80","80","80","80","80","85.6","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","94.4","94.4","94.4","94.4","94.4","94.4","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9",
"Nepal","NPL","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","49.4","49.4","49.4","49.4","49.4","49.4","55.6","55.6","55.6","67.5","73.8",
"Nauru","NRU","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","60.6","60.6","60.6","60.6","60.6","60.6","60.6","66.3","69.4","69.4","69.4","71.9","75","75","75","75","75","81.3","81.3","81.3","81.3","81.3","81.3","81.3","84.4","84.4","86.9","86.9","86.9","86.9","86.9","86.9","89.4","89.4","89.4","89.4","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","94.4","94.4","94.4","94.4",
"OECD members","OED","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8",
"Other small states","OSS","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","38.1","38.1","38.1","38.1","38.1","38.1","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","41.3","41.3","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","44.4","44.4","44.4","46.9","46.9","46.9","46.9","46.9","49.4","49.4",
"Panama","PAN","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","59.4","62.5","68.1","68.1","68.1","68.1","68.1","68.1","70.6","70.6","70.6","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","76.9","76.9","76.9","79.4","79.4","79.4",
"Peru","PER","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","66.3","66.3","66.3","66.3","66.3","66.3","66.3","63.1","63.1","65.6","65.6","68.8","77.5","77.5","80.6","80.6","80.6","80.6","86.9","86.9","86.9","86.9","90","90","90","90","92.5","92.5","92.5","92.5","92.5","95","95","95","95",
"Philippines","PHL","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","37.5","37.5","37.5","37.5","40","40","40","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","55","58.1","58.1","58.1","61.3","61.3","61.3","67.5","67.5","70","70","70","70","70","70","70","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","78.8","78.8","78.8","78.8","78.8","78.8","78.8","81.3",
"Palau","PLW","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","58.8","58.8","58.8","58.8","58.8","58.8","58.8",
"Papua New Guinea","PNG","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","51.3","51.3","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","60","60","60","60","60","60",
"Poland","POL","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","62.5","62.5","65","65","65","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","63.8","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","70","76.3","78.8","85","85","81.9","84.4","84.4","84.4","93.8","93.8","93.8",
"Pre-demographic dividend","PRE","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","58.8","58.8","58.8","58.8","58.8","61.9","61.9","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","78.8","78.8","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3",
"Korea, Dem. People’s Rep.","PRK","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","62.5","62.5","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","68.8","68.8","68.8","68.8","68.8","71.9","74.4","76.9","76.9","76.9","76.9","79.4","79.4","79.4","79.4","88.8","91.9","91.9","91.9","95","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5",
"Paraguay","PRY","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","45","45","45","45","45","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","51.3","51.3","51.3","51.3","51.3","51.3","51.3","70.6","80","80","80","80","86.3","89.4","89.4","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","94.4","94.4","94.4","94.4",
"West Bank and Gaza","PSE","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","35.6","38.1","38.1","26.3",
"Pacific island small states","PSS","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","32.5","32.5","29.4","29.4","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5",
"Romania","ROU","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","65","65","68.1","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65","67.5","67.5","76.9","87.5","87.5","87.5","87.5","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6",
"Russian Federation","RUS","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","55.6","52.5","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","60.6","63.8","66.9","66.9","66.9","66.9","66.9","66.9","66.9","70","70","70","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1",
